,(+)-Griseofulvin,(S)-(+)-Camptothecin,Chloramphenicol,Metformin,Cell viability
12030,2.0,0.0,50.0,8.0,1.0
12031,2.0,0.0,50.0,4.0,1.0
12032,2.0,0.0,50.0,2.0,1.0
12033,2.0,0.0,50.0,1.0,0.999
12034,2.0,0.0,50.0,0.5,0.999
12035,2.0,0.0,50.0,0.0,1.0
12036,2.0,0.0,25.0,512.0,0.995
12037,2.0,0.0,25.0,256.0,0.998
12038,2.0,0.0,25.0,128.0,0.998
12039,2.0,0.0,25.0,64.0,0.999
12040,2.0,0.0,25.0,32.0,0.999
12041,2.0,0.0,25.0,16.0,1.0
12042,2.0,0.0,25.0,8.0,0.999
12043,2.0,0.0,25.0,4.0,0.999
12044,2.0,0.0,25.0,2.0,1.0
12045,2.0,0.0,25.0,1.0,1.0
12046,2.0,0.0,25.0,0.5,1.0
12047,2.0,0.0,25.0,0.0,1.0
12048,2.0,0.0,12.5,512.0,0.996
12049,2.0,0.0,12.5,256.0,0.998
12050,2.0,0.0,12.5,128.0,0.999
12051,2.0,0.0,12.5,64.0,0.999
12052,2.0,0.0,12.5,32.0,0.999
12053,2.0,0.0,12.5,16.0,1.0
12054,2.0,0.0,12.5,8.0,1.0
12055,2.0,0.0,12.5,4.0,1.0
12056,2.0,0.0,12.5,2.0,1.0
12057,2.0,0.0,12.5,1.0,1.0
12058,2.0,0.0,12.5,0.5,1.0
12059,2.0,0.0,12.5,0.0,1.0
12060,2.0,0.0,6.25,512.0,0.992
12061,2.0,0.0,6.25,256.0,0.997
12062,2.0,0.0,6.25,128.0,0.998
12063,2.0,0.0,6.25,64.0,0.999
12064,2.0,0.0,6.25,32.0,0.999
12065,2.0,0.0,6.25,16.0,1.0
12066,2.0,0.0,6.25,8.0,1.0
12067,2.0,0.0,6.25,4.0,1.0
12068,2.0,0.0,6.25,2.0,1.0
12069,2.0,0.0,6.25,1.0,1.0
12070,2.0,0.0,6.25,0.5,1.0
12071,2.0,0.0,6.25,0.0,1.0
12072,2.0,0.0,3.125,512.0,0.994
12073,2.0,0.0,3.125,256.0,0.998
12074,2.0,0.0,3.125,128.0,0.999
12075,2.0,0.0,3.125,64.0,0.999
12076,2.0,0.0,3.125,32.0,1.0
12077,2.0,0.0,3.125,16.0,1.0
12078,2.0,0.0,3.125,8.0,1.0
12079,2.0,0.0,3.125,4.0,1.0
12080,2.0,0.0,3.125,2.0,1.0
12081,2.0,0.0,3.125,1.0,1.0
12082,2.0,0.0,3.125,0.5,1.0
12083,2.0,0.0,3.125,0.0,1.0
12084,2.0,0.0,0.0,512.0,0.994
12085,2.0,0.0,0.0,256.0,0.996
12086,2.0,0.0,0.0,128.0,0.998
12087,2.0,0.0,0.0,64.0,0.999
12088,2.0,0.0,0.0,32.0,0.999
12089,2.0,0.0,0.0,16.0,1.0
12090,2.0,0.0,0.0,8.0,1.0
12091,2.0,0.0,0.0,4.0,1.0
12092,2.0,0.0,0.0,2.0,1.0
12093,2.0,0.0,0.0,1.0,1.0
12094,2.0,0.0,0.0,0.5,1.0
12095,2.0,0.0,0.0,0.0,1.0
12096,1.0,32.0,3200.0,512.0,0.976
12097,1.0,32.0,3200.0,256.0,0.986
12098,1.0,32.0,3200.0,128.0,0.963
12099,1.0,32.0,3200.0,64.0,0.96
12100,1.0,32.0,3200.0,32.0,0.987
12101,1.0,32.0,3200.0,16.0,0.99
12102,1.0,32.0,3200.0,8.0,0.964
12103,1.0,32.0,3200.0,4.0,0.971
12104,1.0,32.0,3200.0,2.0,0.979
12105,1.0,32.0,3200.0,1.0,0.981
12106,1.0,32.0,3200.0,0.5,0.964
12107,1.0,32.0,3200.0,0.0,0.984
12108,1.0,32.0,1600.0,512.0,0.989
12109,1.0,32.0,1600.0,256.0,0.987
12110,1.0,32.0,1600.0,128.0,0.994
12111,1.0,32.0,1600.0,64.0,0.995
12112,1.0,32.0,1600.0,32.0,0.993
12113,1.0,32.0,1600.0,16.0,0.981
12114,1.0,32.0,1600.0,8.0,0.984
12115,1.0,32.0,1600.0,4.0,0.98
12116,1.0,32.0,1600.0,2.0,0.994
12117,1.0,32.0,1600.0,1.0,0.991
12118,1.0,32.0,1600.0,0.5,0.99
12119,1.0,32.0,1600.0,0.0,0.99
12120,1.0,32.0,800.0,512.0,0.985
12121,1.0,32.0,800.0,256.0,0.991
12122,1.0,32.0,800.0,128.0,0.997
12123,1.0,32.0,800.0,64.0,0.993
12124,1.0,32.0,800.0,32.0,0.99
12125,1.0,32.0,800.0,16.0,0.996
12126,1.0,32.0,800.0,8.0,0.99
12127,1.0,32.0,800.0,4.0,0.998
12128,1.0,32.0,800.0,2.0,0.991
12129,1.0,32.0,800.0,1.0,0.99
12130,1.0,32.0,800.0,0.5,0.993
12131,1.0,32.0,800.0,0.0,0.996
12132,1.0,32.0,400.0,512.0,0.996
12133,1.0,32.0,400.0,256.0,0.998
12134,1.0,32.0,400.0,128.0,0.993
12135,1.0,32.0,400.0,64.0,0.997
12136,1.0,32.0,400.0,32.0,0.995
12137,1.0,32.0,400.0,16.0,0.996
12138,1.0,32.0,400.0,8.0,0.997
12139,1.0,32.0,400.0,4.0,0.996
12140,1.0,32.0,400.0,2.0,0.995
12141,1.0,32.0,400.0,1.0,0.994
12142,1.0,32.0,400.0,0.5,0.998
12143,1.0,32.0,400.0,0.0,0.998
12144,1.0,32.0,200.0,512.0,0.991
12145,1.0,32.0,200.0,256.0,0.998
12146,1.0,32.0,200.0,128.0,0.996
12147,1.0,32.0,200.0,64.0,0.996
12148,1.0,32.0,200.0,32.0,0.999
12149,1.0,32.0,200.0,16.0,0.999
12150,1.0,32.0,200.0,8.0,0.998
12151,1.0,32.0,200.0,4.0,0.998
12152,1.0,32.0,200.0,2.0,0.997
12153,1.0,32.0,200.0,1.0,0.999
12154,1.0,32.0,200.0,0.5,0.999
12155,1.0,32.0,200.0,0.0,0.998
12156,1.0,32.0,100.0,512.0,0.996
12157,1.0,32.0,100.0,256.0,0.995
12158,1.0,32.0,100.0,128.0,0.999
12159,1.0,32.0,100.0,64.0,0.998
12160,1.0,32.0,100.0,32.0,0.999
12161,1.0,32.0,100.0,16.0,0.998
12162,1.0,32.0,100.0,8.0,0.999
12163,1.0,32.0,100.0,4.0,0.999
12164,1.0,32.0,100.0,2.0,0.998
12165,1.0,32.0,100.0,1.0,0.999
12166,1.0,32.0,100.0,0.5,0.999
12167,1.0,32.0,100.0,0.0,0.998
12168,1.0,32.0,50.0,512.0,0.994
12169,1.0,32.0,50.0,256.0,0.997
12170,1.0,32.0,50.0,128.0,0.997
12171,1.0,32.0,50.0,64.0,0.998
12172,1.0,32.0,50.0,32.0,0.998
12173,1.0,32.0,50.0,16.0,0.999
12174,1.0,32.0,50.0,8.0,0.999
12175,1.0,32.0,50.0,4.0,0.999
12176,1.0,32.0,50.0,2.0,0.999
12177,1.0,32.0,50.0,1.0,1.0
12178,1.0,32.0,50.0,0.5,1.0
12179,1.0,32.0,50.0,0.0,0.999
12180,1.0,32.0,25.0,512.0,0.996
12181,1.0,32.0,25.0,256.0,0.998
12182,1.0,32.0,25.0,128.0,0.998
12183,1.0,32.0,25.0,64.0,0.998
12184,1.0,32.0,25.0,32.0,0.999
12185,1.0,32.0,25.0,16.0,1.0
12186,1.0,32.0,25.0,8.0,0.999
12187,1.0,32.0,25.0,4.0,0.999
12188,1.0,32.0,25.0,2.0,0.999
12189,1.0,32.0,25.0,1.0,1.0
12190,1.0,32.0,25.0,0.5,0.999
12191,1.0,32.0,25.0,0.0,1.0
12192,1.0,32.0,12.5,512.0,0.996
12193,1.0,32.0,12.5,256.0,0.998
12194,1.0,32.0,12.5,128.0,0.999
12195,1.0,32.0,12.5,64.0,0.999
12196,1.0,32.0,12.5,32.0,0.999
12197,1.0,32.0,12.5,16.0,1.0
12198,1.0,32.0,12.5,8.0,0.999
12199,1.0,32.0,12.5,4.0,1.0
12200,1.0,32.0,12.5,2.0,1.0
12201,1.0,32.0,12.5,1.0,0.999
12202,1.0,32.0,12.5,0.5,1.0
12203,1.0,32.0,12.5,0.0,1.0
12204,1.0,32.0,6.25,512.0,0.994
12205,1.0,32.0,6.25,256.0,0.996
12206,1.0,32.0,6.25,128.0,0.998
12207,1.0,32.0,6.25,64.0,0.999
12208,1.0,32.0,6.25,32.0,0.999
12209,1.0,32.0,6.25,16.0,1.0
12210,1.0,32.0,6.25,8.0,0.999
12211,1.0,32.0,6.25,4.0,0.999
12212,1.0,32.0,6.25,2.0,1.0
12213,1.0,32.0,6.25,1.0,1.0
12214,1.0,32.0,6.25,0.5,1.0
12215,1.0,32.0,6.25,0.0,0.999
12216,1.0,32.0,3.125,512.0,0.996
12217,1.0,32.0,3.125,256.0,0.998
12218,1.0,32.0,3.125,128.0,0.998
12219,1.0,32.0,3.125,64.0,0.999
12220,1.0,32.0,3.125,32.0,0.999
12221,1.0,32.0,3.125,16.0,0.999
12222,1.0,32.0,3.125,8.0,1.0
12223,1.0,32.0,3.125,4.0,0.999
12224,1.0,32.0,3.125,2.0,1.0
12225,1.0,32.0,3.125,1.0,0.999
12226,1.0,32.0,3.125,0.5,1.0
12227,1.0,32.0,3.125,0.0,1.0
12228,1.0,32.0,0.0,512.0,0.994
12229,1.0,32.0,0.0,256.0,0.999
12230,1.0,32.0,0.0,128.0,0.998
12231,1.0,32.0,0.0,64.0,0.999
12232,1.0,32.0,0.0,32.0,0.999
12233,1.0,32.0,0.0,16.0,0.999
12234,1.0,32.0,0.0,8.0,1.0
12235,1.0,32.0,0.0,4.0,1.0
12236,1.0,32.0,0.0,2.0,1.0
12237,1.0,32.0,0.0,1.0,1.0
12238,1.0,32.0,0.0,0.5,1.0
12239,1.0,32.0,0.0,0.0,0.999
12240,1.0,16.0,3200.0,512.0,0.957
12241,1.0,16.0,3200.0,256.0,0.98
12242,1.0,16.0,3200.0,128.0,0.96
12243,1.0,16.0,3200.0,64.0,0.968
12244,1.0,16.0,3200.0,32.0,0.981
12245,1.0,16.0,3200.0,16.0,0.974
12246,1.0,16.0,3200.0,8.0,0.965
12247,1.0,16.0,3200.0,4.0,0.976
12248,1.0,16.0,3200.0,2.0,0.965
12249,1.0,16.0,3200.0,1.0,0.963
12250,1.0,16.0,3200.0,0.5,0.975
12251,1.0,16.0,3200.0,0.0,0.99
12252,1.0,16.0,1600.0,512.0,0.973
12253,1.0,16.0,1600.0,256.0,0.984
12254,1.0,16.0,1600.0,128.0,0.994
12255,1.0,16.0,1600.0,64.0,0.993
12256,1.0,16.0,1600.0,32.0,0.982
12257,1.0,16.0,1600.0,16.0,0.983
12258,1.0,16.0,1600.0,8.0,0.989
12259,1.0,16.0,1600.0,4.0,0.984
12260,1.0,16.0,1600.0,2.0,0.993
12261,1.0,16.0,1600.0,1.0,0.993
12262,1.0,16.0,1600.0,0.5,0.98
12263,1.0,16.0,1600.0,0.0,0.981
12264,1.0,16.0,800.0,512.0,0.987
12265,1.0,16.0,800.0,256.0,0.996
12266,1.0,16.0,800.0,128.0,0.991
12267,1.0,16.0,800.0,64.0,0.993
12268,1.0,16.0,800.0,32.0,0.995
12269,1.0,16.0,800.0,16.0,0.991
12270,1.0,16.0,800.0,8.0,0.993
12271,1.0,16.0,800.0,4.0,0.996
12272,1.0,16.0,800.0,2.0,0.993
12273,1.0,16.0,800.0,1.0,0.994
12274,1.0,16.0,800.0,0.5,0.993
12275,1.0,16.0,800.0,0.0,0.993
12276,1.0,16.0,400.0,512.0,0.996
12277,1.0,16.0,400.0,256.0,0.994
12278,1.0,16.0,400.0,128.0,0.994
12279,1.0,16.0,400.0,64.0,0.996
12280,1.0,16.0,400.0,32.0,0.994
12281,1.0,16.0,400.0,16.0,0.996
12282,1.0,16.0,400.0,8.0,0.995
12283,1.0,16.0,400.0,4.0,0.996
12284,1.0,16.0,400.0,2.0,0.998
12285,1.0,16.0,400.0,1.0,0.997
12286,1.0,16.0,400.0,0.5,0.997
12287,1.0,16.0,400.0,0.0,0.999
12288,1.0,16.0,200.0,512.0,0.992
12289,1.0,16.0,200.0,256.0,0.994
12290,1.0,16.0,200.0,128.0,0.995
12291,1.0,16.0,200.0,64.0,0.997
12292,1.0,16.0,200.0,32.0,0.997
12293,1.0,16.0,200.0,16.0,0.999
12294,1.0,16.0,200.0,8.0,0.998
12295,1.0,16.0,200.0,4.0,0.999
12296,1.0,16.0,200.0,2.0,0.999
12297,1.0,16.0,200.0,1.0,0.998
12298,1.0,16.0,200.0,0.5,0.999
12299,1.0,16.0,200.0,0.0,0.999
12300,1.0,16.0,100.0,512.0,0.998
12301,1.0,16.0,100.0,256.0,0.996
12302,1.0,16.0,100.0,128.0,0.997
12303,1.0,16.0,100.0,64.0,0.999
12304,1.0,16.0,100.0,32.0,0.998
12305,1.0,16.0,100.0,16.0,0.999
12306,1.0,16.0,100.0,8.0,0.998
12307,1.0,16.0,100.0,4.0,0.998
12308,1.0,16.0,100.0,2.0,0.999
12309,1.0,16.0,100.0,1.0,0.999
12310,1.0,16.0,100.0,0.5,1.0
12311,1.0,16.0,100.0,0.0,0.999
12312,1.0,16.0,50.0,512.0,0.993
12313,1.0,16.0,50.0,256.0,0.998
12314,1.0,16.0,50.0,128.0,0.998
12315,1.0,16.0,50.0,64.0,0.999
12316,1.0,16.0,50.0,32.0,1.0
12317,1.0,16.0,50.0,16.0,0.999
12318,1.0,16.0,50.0,8.0,1.0
12319,1.0,16.0,50.0,4.0,1.0
12320,1.0,16.0,50.0,2.0,0.999
12321,1.0,16.0,50.0,1.0,0.999
12322,1.0,16.0,50.0,0.5,0.999
12323,1.0,16.0,50.0,0.0,0.999
12324,1.0,16.0,25.0,512.0,0.997
12325,1.0,16.0,25.0,256.0,0.998
12326,1.0,16.0,25.0,128.0,0.999
12327,1.0,16.0,25.0,64.0,0.999
12328,1.0,16.0,25.0,32.0,1.0
12329,1.0,16.0,25.0,16.0,1.0
12330,1.0,16.0,25.0,8.0,1.0
12331,1.0,16.0,25.0,4.0,0.999
12332,1.0,16.0,25.0,2.0,0.999
12333,1.0,16.0,25.0,1.0,0.999
12334,1.0,16.0,25.0,0.5,1.0
12335,1.0,16.0,25.0,0.0,1.0
12336,1.0,16.0,12.5,512.0,0.994
12337,1.0,16.0,12.5,256.0,0.996
12338,1.0,16.0,12.5,128.0,0.998
12339,1.0,16.0,12.5,64.0,0.999
12340,1.0,16.0,12.5,32.0,1.0
12341,1.0,16.0,12.5,16.0,0.999
12342,1.0,16.0,12.5,8.0,0.999
12343,1.0,16.0,12.5,4.0,1.0
12344,1.0,16.0,12.5,2.0,1.0
12345,1.0,16.0,12.5,1.0,0.999
12346,1.0,16.0,12.5,0.5,0.999
12347,1.0,16.0,12.5,0.0,1.0
12348,1.0,16.0,6.25,512.0,0.998
12349,1.0,16.0,6.25,256.0,0.999
12350,1.0,16.0,6.25,128.0,0.998
12351,1.0,16.0,6.25,64.0,0.999
12352,1.0,16.0,6.25,32.0,1.0
12353,1.0,16.0,6.25,16.0,1.0
12354,1.0,16.0,6.25,8.0,1.0
12355,1.0,16.0,6.25,4.0,1.0
12356,1.0,16.0,6.25,2.0,1.0
12357,1.0,16.0,6.25,1.0,1.0
12358,1.0,16.0,6.25,0.5,1.0
12359,1.0,16.0,6.25,0.0,1.0
12360,1.0,16.0,3.125,512.0,0.993
12361,1.0,16.0,3.125,256.0,0.997
12362,1.0,16.0,3.125,128.0,0.999
12363,1.0,16.0,3.125,64.0,1.0
12364,1.0,16.0,3.125,32.0,1.0
12365,1.0,16.0,3.125,16.0,1.0
12366,1.0,16.0,3.125,8.0,1.0
12367,1.0,16.0,3.125,4.0,1.0
12368,1.0,16.0,3.125,2.0,1.0
12369,1.0,16.0,3.125,1.0,1.0
12370,1.0,16.0,3.125,0.5,1.0
12371,1.0,16.0,3.125,0.0,1.0
12372,1.0,16.0,0.0,512.0,0.995
12373,1.0,16.0,0.0,256.0,0.999
12374,1.0,16.0,0.0,128.0,0.998
12375,1.0,16.0,0.0,64.0,0.999
12376,1.0,16.0,0.0,32.0,0.999
12377,1.0,16.0,0.0,16.0,1.0
12378,1.0,16.0,0.0,8.0,1.0
12379,1.0,16.0,0.0,4.0,1.0
12380,1.0,16.0,0.0,2.0,1.0
12381,1.0,16.0,0.0,1.0,1.0
12382,1.0,16.0,0.0,0.5,1.0
12383,1.0,16.0,0.0,0.0,1.0
12384,1.0,8.0,3200.0,512.0,0.981
12385,1.0,8.0,3200.0,256.0,0.963
12386,1.0,8.0,3200.0,128.0,0.97
12387,1.0,8.0,3200.0,64.0,0.986
12388,1.0,8.0,3200.0,32.0,0.973
12389,1.0,8.0,3200.0,16.0,0.974
12390,1.0,8.0,3200.0,8.0,0.967
12391,1.0,8.0,3200.0,4.0,0.974
12392,1.0,8.0,3200.0,2.0,0.981
12393,1.0,8.0,3200.0,1.0,0.983
12394,1.0,8.0,3200.0,0.5,0.984
12395,1.0,8.0,3200.0,0.0,0.992
12396,1.0,8.0,1600.0,512.0,0.975
12397,1.0,8.0,1600.0,256.0,0.987
12398,1.0,8.0,1600.0,128.0,0.996
12399,1.0,8.0,1600.0,64.0,0.993
12400,1.0,8.0,1600.0,32.0,0.983
12401,1.0,8.0,1600.0,16.0,0.991
12402,1.0,8.0,1600.0,8.0,0.983
12403,1.0,8.0,1600.0,4.0,0.99
12404,1.0,8.0,1600.0,2.0,0.991
12405,1.0,8.0,1600.0,1.0,0.995
12406,1.0,8.0,1600.0,0.5,0.995
12407,1.0,8.0,1600.0,0.0,0.993
12408,1.0,8.0,800.0,512.0,0.99
12409,1.0,8.0,800.0,256.0,0.996
12410,1.0,8.0,800.0,128.0,0.995
12411,1.0,8.0,800.0,64.0,0.994
12412,1.0,8.0,800.0,32.0,0.996
12413,1.0,8.0,800.0,16.0,0.99
12414,1.0,8.0,800.0,8.0,0.996
12415,1.0,8.0,800.0,4.0,0.992
12416,1.0,8.0,800.0,2.0,0.991
12417,1.0,8.0,800.0,1.0,0.995
12418,1.0,8.0,800.0,0.5,0.991
12419,1.0,8.0,800.0,0.0,0.998
12420,1.0,8.0,400.0,512.0,0.995
12421,1.0,8.0,400.0,256.0,0.991
12422,1.0,8.0,400.0,128.0,0.995
12423,1.0,8.0,400.0,64.0,0.997
12424,1.0,8.0,400.0,32.0,0.995
12425,1.0,8.0,400.0,16.0,0.999
12426,1.0,8.0,400.0,8.0,0.997
12427,1.0,8.0,400.0,4.0,0.997
12428,1.0,8.0,400.0,2.0,0.998
12429,1.0,8.0,400.0,1.0,0.996
12430,1.0,8.0,400.0,0.5,0.995
12431,1.0,8.0,400.0,0.0,0.999
12432,1.0,8.0,200.0,512.0,0.996
12433,1.0,8.0,200.0,256.0,0.994
12434,1.0,8.0,200.0,128.0,0.998
12435,1.0,8.0,200.0,64.0,0.996
12436,1.0,8.0,200.0,32.0,0.998
12437,1.0,8.0,200.0,16.0,0.999
12438,1.0,8.0,200.0,8.0,0.998
12439,1.0,8.0,200.0,4.0,0.999
12440,1.0,8.0,200.0,2.0,0.997
12441,1.0,8.0,200.0,1.0,0.998
12442,1.0,8.0,200.0,0.5,0.999
12443,1.0,8.0,200.0,0.0,0.999
12444,1.0,8.0,100.0,512.0,0.995
12445,1.0,8.0,100.0,256.0,0.995
12446,1.0,8.0,100.0,128.0,0.997
12447,1.0,8.0,100.0,64.0,0.998
12448,1.0,8.0,100.0,32.0,0.998
12449,1.0,8.0,100.0,16.0,0.998
12450,1.0,8.0,100.0,8.0,1.0
12451,1.0,8.0,100.0,4.0,0.999
12452,1.0,8.0,100.0,2.0,0.999
12453,1.0,8.0,100.0,1.0,0.999
12454,1.0,8.0,100.0,0.5,0.999
12455,1.0,8.0,100.0,0.0,0.999
12456,1.0,8.0,50.0,512.0,0.995
12457,1.0,8.0,50.0,256.0,0.996
12458,1.0,8.0,50.0,128.0,0.998
12459,1.0,8.0,50.0,64.0,0.999
12460,1.0,8.0,50.0,32.0,0.999
12461,1.0,8.0,50.0,16.0,0.999
12462,1.0,8.0,50.0,8.0,1.0
12463,1.0,8.0,50.0,4.0,0.999
12464,1.0,8.0,50.0,2.0,1.0
12465,1.0,8.0,50.0,1.0,1.0
12466,1.0,8.0,50.0,0.5,1.0
12467,1.0,8.0,50.0,0.0,0.999
12468,1.0,8.0,25.0,512.0,0.995
12469,1.0,8.0,25.0,256.0,0.997
12470,1.0,8.0,25.0,128.0,0.999
12471,1.0,8.0,25.0,64.0,1.0
12472,1.0,8.0,25.0,32.0,0.999
12473,1.0,8.0,25.0,16.0,0.999
12474,1.0,8.0,25.0,8.0,0.999
12475,1.0,8.0,25.0,4.0,1.0
12476,1.0,8.0,25.0,2.0,1.0
12477,1.0,8.0,25.0,1.0,0.999
12478,1.0,8.0,25.0,0.5,0.999
12479,1.0,8.0,25.0,0.0,1.0
12480,1.0,8.0,12.5,512.0,0.994
12481,1.0,8.0,12.5,256.0,0.998
12482,1.0,8.0,12.5,128.0,0.998
12483,1.0,8.0,12.5,64.0,0.999
12484,1.0,8.0,12.5,32.0,1.0
12485,1.0,8.0,12.5,16.0,0.999
12486,1.0,8.0,12.5,8.0,1.0
12487,1.0,8.0,12.5,4.0,1.0
12488,1.0,8.0,12.5,2.0,1.0
12489,1.0,8.0,12.5,1.0,1.0
12490,1.0,8.0,12.5,0.5,1.0
12491,1.0,8.0,12.5,0.0,1.0
12492,1.0,8.0,6.25,512.0,0.997
12493,1.0,8.0,6.25,256.0,0.998
12494,1.0,8.0,6.25,128.0,0.998
12495,1.0,8.0,6.25,64.0,0.999
12496,1.0,8.0,6.25,32.0,1.0
12497,1.0,8.0,6.25,16.0,0.999
12498,1.0,8.0,6.25,8.0,1.0
12499,1.0,8.0,6.25,4.0,1.0
12500,1.0,8.0,6.25,2.0,1.0
12501,1.0,8.0,6.25,1.0,1.0
12502,1.0,8.0,6.25,0.5,1.0
12503,1.0,8.0,6.25,0.0,1.0
12504,1.0,8.0,3.125,512.0,0.994
12505,1.0,8.0,3.125,256.0,0.997
12506,1.0,8.0,3.125,128.0,0.999
12507,1.0,8.0,3.125,64.0,0.999
12508,1.0,8.0,3.125,32.0,1.0
12509,1.0,8.0,3.125,16.0,1.0
12510,1.0,8.0,3.125,8.0,1.0
12511,1.0,8.0,3.125,4.0,1.0
12512,1.0,8.0,3.125,2.0,1.0
12513,1.0,8.0,3.125,1.0,1.0
12514,1.0,8.0,3.125,0.5,1.0
12515,1.0,8.0,3.125,0.0,1.0
12516,1.0,8.0,0.0,512.0,0.995
12517,1.0,8.0,0.0,256.0,0.998
12518,1.0,8.0,0.0,128.0,0.998
12519,1.0,8.0,0.0,64.0,0.999
12520,1.0,8.0,0.0,32.0,1.0
12521,1.0,8.0,0.0,16.0,0.999
12522,1.0,8.0,0.0,8.0,1.0
12523,1.0,8.0,0.0,4.0,1.0
12524,1.0,8.0,0.0,2.0,1.0
12525,1.0,8.0,0.0,1.0,1.0
12526,1.0,8.0,0.0,0.5,1.0
12527,1.0,8.0,0.0,0.0,1.0
12528,1.0,4.0,3200.0,512.0,0.961
12529,1.0,4.0,3200.0,256.0,0.971
12530,1.0,4.0,3200.0,128.0,0.99
12531,1.0,4.0,3200.0,64.0,0.962
12532,1.0,4.0,3200.0,32.0,0.988
12533,1.0,4.0,3200.0,16.0,0.976
12534,1.0,4.0,3200.0,8.0,0.965
12535,1.0,4.0,3200.0,4.0,0.961
12536,1.0,4.0,3200.0,2.0,0.978
12537,1.0,4.0,3200.0,1.0,0.977
12538,1.0,4.0,3200.0,0.5,0.984
12539,1.0,4.0,3200.0,0.0,0.968
12540,1.0,4.0,1600.0,512.0,0.983
12541,1.0,4.0,1600.0,256.0,0.985
12542,1.0,4.0,1600.0,128.0,0.987
12543,1.0,4.0,1600.0,64.0,0.994
12544,1.0,4.0,1600.0,32.0,0.985
12545,1.0,4.0,1600.0,16.0,0.984
12546,1.0,4.0,1600.0,8.0,0.989
12547,1.0,4.0,1600.0,4.0,0.983
12548,1.0,4.0,1600.0,2.0,0.988
12549,1.0,4.0,1600.0,1.0,0.98
12550,1.0,4.0,1600.0,0.5,0.985
12551,1.0,4.0,1600.0,0.0,0.994
12552,1.0,4.0,800.0,512.0,0.987
12553,1.0,4.0,800.0,256.0,0.996
12554,1.0,4.0,800.0,128.0,0.994
12555,1.0,4.0,800.0,64.0,0.993
12556,1.0,4.0,800.0,32.0,0.991
12557,1.0,4.0,800.0,16.0,0.991
12558,1.0,4.0,800.0,8.0,0.997
12559,1.0,4.0,800.0,4.0,0.998
12560,1.0,4.0,800.0,2.0,0.995
12561,1.0,4.0,800.0,1.0,0.995
12562,1.0,4.0,800.0,0.5,0.992
12563,1.0,4.0,800.0,0.0,0.995
12564,1.0,4.0,400.0,512.0,0.99
12565,1.0,4.0,400.0,256.0,0.993
12566,1.0,4.0,400.0,128.0,0.995
12567,1.0,4.0,400.0,64.0,0.999
12568,1.0,4.0,400.0,32.0,0.997
12569,1.0,4.0,400.0,16.0,0.995
12570,1.0,4.0,400.0,8.0,0.995
12571,1.0,4.0,400.0,4.0,0.996
12572,1.0,4.0,400.0,2.0,0.996
12573,1.0,4.0,400.0,1.0,0.998
12574,1.0,4.0,400.0,0.5,0.999
12575,1.0,4.0,400.0,0.0,0.995
12576,1.0,4.0,200.0,512.0,0.996
12577,1.0,4.0,200.0,256.0,0.998
12578,1.0,4.0,200.0,128.0,0.998
12579,1.0,4.0,200.0,64.0,0.999
12580,1.0,4.0,200.0,32.0,0.998
12581,1.0,4.0,200.0,16.0,0.999
12582,1.0,4.0,200.0,8.0,0.998
12583,1.0,4.0,200.0,4.0,0.998
12584,1.0,4.0,200.0,2.0,0.999
12585,1.0,4.0,200.0,1.0,0.998
12586,1.0,4.0,200.0,0.5,0.998
12587,1.0,4.0,200.0,0.0,0.998
12588,1.0,4.0,100.0,512.0,0.995
12589,1.0,4.0,100.0,256.0,0.996
12590,1.0,4.0,100.0,128.0,0.997
12591,1.0,4.0,100.0,64.0,0.999
12592,1.0,4.0,100.0,32.0,0.998
12593,1.0,4.0,100.0,16.0,0.998
12594,1.0,4.0,100.0,8.0,1.0
12595,1.0,4.0,100.0,4.0,1.0
12596,1.0,4.0,100.0,2.0,0.999
12597,1.0,4.0,100.0,1.0,0.999
12598,1.0,4.0,100.0,0.5,0.999
12599,1.0,4.0,100.0,0.0,0.999
12600,1.0,4.0,50.0,512.0,0.998
12601,1.0,4.0,50.0,256.0,0.998
12602,1.0,4.0,50.0,128.0,0.999
12603,1.0,4.0,50.0,64.0,0.999
12604,1.0,4.0,50.0,32.0,1.0
12605,1.0,4.0,50.0,16.0,1.0
12606,1.0,4.0,50.0,8.0,1.0
12607,1.0,4.0,50.0,4.0,1.0
12608,1.0,4.0,50.0,2.0,0.999
12609,1.0,4.0,50.0,1.0,1.0
12610,1.0,4.0,50.0,0.5,0.999
12611,1.0,4.0,50.0,0.0,0.999
12612,1.0,4.0,25.0,512.0,0.994
12613,1.0,4.0,25.0,256.0,0.997
12614,1.0,4.0,25.0,128.0,0.998
12615,1.0,4.0,25.0,64.0,0.999
12616,1.0,4.0,25.0,32.0,0.999
12617,1.0,4.0,25.0,16.0,1.0
12618,1.0,4.0,25.0,8.0,0.999
12619,1.0,4.0,25.0,4.0,0.999
12620,1.0,4.0,25.0,2.0,1.0
12621,1.0,4.0,25.0,1.0,1.0
12622,1.0,4.0,25.0,0.5,1.0
12623,1.0,4.0,25.0,0.0,1.0
12624,1.0,4.0,12.5,512.0,0.996
12625,1.0,4.0,12.5,256.0,0.999
12626,1.0,4.0,12.5,128.0,0.999
12627,1.0,4.0,12.5,64.0,0.999
12628,1.0,4.0,12.5,32.0,1.0
12629,1.0,4.0,12.5,16.0,1.0
12630,1.0,4.0,12.5,8.0,1.0
12631,1.0,4.0,12.5,4.0,1.0
