,(+)-Griseofulvin,(S)-(+)-Camptothecin,Chloramphenicol,Metformin,Cell viability
1236,4.0,2.0,800.0,512.0,0.84
1237,4.0,2.0,800.0,256.0,0.728
1238,4.0,2.0,800.0,128.0,0.775
1239,4.0,2.0,800.0,64.0,0.677
1240,4.0,2.0,800.0,32.0,0.635
1241,4.0,2.0,800.0,16.0,0.685
1242,4.0,2.0,400.0,512.0,0.641
1243,4.0,2.0,400.0,256.0,0.951
1244,4.0,2.0,400.0,128.0,0.784
1245,4.0,2.0,400.0,64.0,0.897
1246,4.0,2.0,400.0,32.0,0.812
1247,4.0,2.0,400.0,16.0,0.873
1248,4.0,2.0,200.0,512.0,0.981
1249,4.0,2.0,200.0,256.0,0.875
1250,4.0,2.0,200.0,128.0,0.845
1251,4.0,2.0,200.0,64.0,0.889
1252,4.0,2.0,200.0,32.0,0.927
1253,4.0,2.0,200.0,16.0,0.903
1254,4.0,2.0,100.0,512.0,0.816
1255,4.0,2.0,100.0,256.0,0.828
1256,4.0,2.0,100.0,128.0,0.927
1257,4.0,2.0,100.0,64.0,0.927
1258,4.0,2.0,100.0,32.0,0.939
1259,4.0,2.0,100.0,16.0,0.95
1260,4.0,1.0,3200.0,512.0,0.691
1261,4.0,1.0,3200.0,256.0,0.483
1262,4.0,1.0,3200.0,128.0,0.0
1263,4.0,1.0,3200.0,64.0,0.689
1264,4.0,1.0,3200.0,32.0,0.0
1265,4.0,1.0,3200.0,16.0,0.0
1266,4.0,1.0,1600.0,512.0,0.436
1267,4.0,1.0,1600.0,256.0,0.507
1268,4.0,1.0,1600.0,128.0,0.651
1269,4.0,1.0,1600.0,64.0,0.395
1270,4.0,1.0,1600.0,32.0,0.468
1271,4.0,1.0,1600.0,16.0,0.625
1272,4.0,1.0,800.0,512.0,0.376
1273,4.0,1.0,800.0,256.0,0.637
1274,4.0,1.0,800.0,128.0,0.818
1275,4.0,1.0,800.0,64.0,0.622
1276,4.0,1.0,800.0,32.0,0.666
1277,4.0,1.0,800.0,16.0,0.604
1278,4.0,1.0,400.0,512.0,0.777
1279,4.0,1.0,400.0,256.0,0.665
1280,4.0,1.0,400.0,128.0,0.843
1281,4.0,1.0,400.0,64.0,0.906
1282,4.0,1.0,400.0,32.0,0.958
1283,4.0,1.0,400.0,16.0,0.986
1284,4.0,1.0,200.0,512.0,0.873
1285,4.0,1.0,200.0,256.0,0.908
1286,4.0,1.0,200.0,128.0,0.864
1287,4.0,1.0,200.0,64.0,0.884
1288,4.0,1.0,200.0,32.0,0.948
1289,4.0,1.0,200.0,16.0,0.888
1290,4.0,1.0,100.0,512.0,0.731
1291,4.0,1.0,100.0,256.0,0.823
1292,4.0,1.0,100.0,128.0,0.925
1293,4.0,1.0,100.0,64.0,0.97
1294,4.0,1.0,100.0,32.0,0.972
1295,4.0,1.0,100.0,16.0,0.941
